Cleaned_Comment,Emoji_Sentiment_Score,Text_Sentiment,Text_Sentiment_Score,Final_Sentiment
ply do a volleyball did,0.0,Neutral,0.0,Neutral
the rage monster is the beeessttt ll 😂,0.221,Negative,-0.1779,Negative
could not even give he a shoutout 😂,0.221,Positive,0.4404,Positive
best rage monster ever😂😂😂😂,0.221,Positive,0.9042,Positive
rage monster😂😂😂😂😂,0.221,Positive,0.872,Positive
christ is lord ,0.0,Neutral,0.0,Neutral
tyler destroyed the basketball court on the rage monster,0.0,Negative,-0.7783,Negative
rudeness test saw this on interest pp ha it actually worked bluish😕😕😕😕😕😕😕😕😕😕😕😕😕😕😕😕😕😕😕😕😕😕,-0.3970000000000002,Negative,-0.9896,Negative
is my birthday today i can get a subscriberbrbr😘😘😘😘😘,0.701,Positive,0.9186,Positive
item hungry shipper and cart rider😅,0.178,Positive,0.3612,Positive
types the best for rage monster 😡😡,-0.173,Positive,0.1531,Positive
i hate the rage monster😡😡,-0.173,Negative,-0.8074,Negative
the rage monster gets me everytime 😂😂😂,0.221,Positive,0.6249,Positive
me a he loops i bet my mon dint see that or the security camera 😤😧argus i did that when i was a kid hata ll 😂,-0.017,Positive,0.3612,Positive
a he when you gather food for winter to liberate 😂,0.221,Positive,0.4404,Positive
i started feeling bad from a he ,0.0,Negative,-0.4588,Negative
i can relate to mr careless 100 😂,0.221,Positive,0.1027,Positive
you all should do airplane stereotyped,0.0,Negative,-0.296,Negative
158😂😂,0.221,Positive,0.7003,Positive
"The editing in this video is so bad, distracting 🎬🤢  ",0.279,Negative,-0.7888,Negative
the court 😭😭😭,-0.093,Negative,-0.8519,Negative
this is timber br like  1 food,0.0,Positive,0.3612,Positive
have fun repairing your court😂,0.221,Positive,0.7351,Positive
you guns are amazing ,0.0,Positive,0.5859,Positive
banana,0.0,Neutral,0.0,Neutral
johnclaude ,0.0,Neutral,0.0,Neutral
a he ll😅,0.178,Positive,0.3612,Positive
finally a new one😀,0.568,Positive,0.3612,Positive
never clicked on a video so fast  ,0.0,Neutral,0.0,Neutral
guessing they were getting a new court and decided to have some fun😂,0.221,Positive,0.7351,Positive
almost 50 let us go boys😀😀😀,0.568,Positive,0.7579,Positive
best video,0.0,Positive,0.6369,Positive
the rage monster 😥😥😥 i am so guilty rip court😫😫😫😫😠😡😠😠😡,-0.1214166666666666,Negative,-0.99,Negative
a he how did this even happen ,0.0,Neutral,0.0,Neutral
is the court or😕,-0.397,Negative,-0.3182,Negative
i think they were getting a different court after this episode anyway 😂,0.221,Positive,0.4404,Positive
so to shopping at he ll 😂,0.221,Positive,0.4404,Positive
why is this so accurate😂😂,0.221,Positive,0.7003,Positive
i am the shopping cart  rider definitely,0.0,Positive,0.4019,Positive
i have been all of these at some point 😂😂😂,0.221,Positive,0.8271,Positive
do youtuber stereotyped 😋😋😋,0.631,Negative,-0.296,Negative
"Fucking idiots running this company, terrible decisions 💼🤡  ",0.529,Negative,-0.4767,Negative
that was brilliant 😂 😂 😂,0.221,Positive,0.91,Positive
ulm did they ever fix the basketball court j they fixed it because if you look in the newest vidbrbralso due perfect is the only people who give me activity to do i love the bottle lips and i always try due perfect you have inspired me to be like you all the timber😉,0.463,Positive,0.9538,Positive
due the basketball court getting destroyed pains me 😭,-0.093,Negative,-0.8442,Negative
the basketball court is ruined 😣,-0.212,Negative,-0.4767,Negative
great video brow,0.0,Positive,0.6249,Positive
saw this on your instagram got soon 😆,0.409,Positive,0.3612,Positive
can you make a video of renovation your up basketball court😎😂😂😂,0.2885,Positive,0.8934,Positive
ba he what i tell myself 😂😏,0.2765,Positive,0.4404,Positive
again rage monster is the best 😂😂,0.221,Positive,0.7506,Positive
why did not cry just ask for 20 or 30 slices instead of sticking with the number ten 😂,0.221,Positive,0.696,Positive
you should do school stereotyped😋,0.631,Negative,-0.296,Negative
you guns should really try school stereotyped ,0.0,Negative,-0.3535,Negative
please say that wasn39t your court😐😳,-0.185,Positive,0.3182,Positive
a he i dont think he was expecting that 😂,0.221,Positive,0.4404,Positive
a he 😭,-0.093,Negative,-0.4767,Negative
ll freeze freak out that39s just me😂😂😂,0.221,Positive,0.7184,Positive
pot mr beast video today i am going to buy all of the items in the store😂,0.221,Positive,0.4404,Positive
bunch of duties tall guy 😍😍😍,0.678,Positive,0.8402,Positive
love from bangladesh due 😍😍😍😍,0.678,Positive,0.9451,Positive
a he why is there milk hanging from the candy section 😂,0.221,Positive,0.4404,Positive
well i hope you all are getting a new floor😂😂,0.221,Positive,0.8689,Positive
they went all out for rage monster ll 😂😂,0.221,Positive,0.296,Positive
oh no the basketball court😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞,-0.1179999999999999,Negative,-0.9939,Negative
hilarious as always ,0.0,Positive,0.4019,Positive
Why does this feature exist? It’s so fucking useless 🔧💩,-0.2455,Negative,-0.5222,Negative
at a he there is milk in the checkout line 😂,0.221,Positive,0.4404,Positive
a he  we only have 2  😂,0.221,Positive,0.4404,Positive
i am the lost one 😂,0.221,Positive,0.1531,Positive
rage monster freak out😵😵😵😵😵😵😵😵,0.0849999999999999,Negative,-0.9493,Negative
😡😡😡😡😡😡😡,-0.173,Neutral,0.0,Negative
very exciting 😁,0.449,Positive,0.7574,Positive
a he archetype of the american idiot who is wasting everything,0.0,Negative,-0.7184,Negative
😮 i hope your him sent broken 😅😮😢,0.18075,Negative,-0.2023,Negative
a he i am laughing too hard 😂,0.221,Positive,0.6908,Positive
org i was not expecting them to go that far with the rage monster 😂,0.221,Negative,-0.1779,Negative
mr careless  ,0.0,Negative,-0.3612,Negative
a he,0.0,Neutral,0.0,Neutral
favorite range monster😀,0.568,Positive,0.6705,Positive
item the lost guy and forgets the only one important thing😂😂😂,0.221,Positive,0.802,Positive
ll this was hilarious 😂 nice job ,0.221,Positive,0.8126,Positive
cart problems 😂😂,0.221,Positive,0.4767,Positive
who is going to pay for the rage monster 😂,0.221,Negative,-0.2732,Negative
when you have watched these video for years but you still cannot tell the twins apart 😂,0.221,Positive,0.5927,Positive
dat was hilarious 😂😂😂,0.221,Positive,0.886,Positive
no stereotyped video is complete without the rage monster 😂😂love you guns keep it up,0.221,Positive,0.7015,Positive
i am the cart rider and the one trip master😋😊 and i agree rip due perfect basketball court😰,0.4183333333333333,Positive,0.8807,Positive
a he wendy39s did that to me😤,-0.209,Neutral,0.0,Negative
😂😂😂😂,0.221,Positive,0.891,Positive
one of the best video on you are channel😍😍😍,0.678,Positive,0.9217,Positive
you guns were doing renovation to the court right ,0.0,Neutral,0.0,Neutral
quotas that a misdemeanors or a felonyquot😆,0.409,Positive,0.3612,Positive
Another disappointment from this company 👎🤬  ,-0.188,Negative,-0.5106,Negative
you forgot the slow walker 😂,0.221,Positive,0.4404,Positive
i wonder how the court is ,0.0,Neutral,0.0,Neutral
family stereotyped and as others said quotairline stereotypesquot please 😊,0.644,Positive,0.7269,Positive
anyone else sad when ty wasted all they food😑😐,-0.3495,Negative,-0.5719,Negative
org what did you do with the basketball field 😭😭😱,0.0013333333333333,Negative,-0.9001,Negative
the rage monster😂,0.221,Negative,-0.1779,Negative
we love  that stereotyped it is soon funny 😂 be definitely like the rage monsterbrwe also like the mr too many itemsbri mean i like all of thembryou should make a re stereotyped,0.221,Positive,0.9042,Positive
dbrdubrdudbrdudebrdudepbrdudepebrdudeperbrdudeperfbrdudeperfebrdudeperfecbrdudeperfectbrdudeperfecbrdudeperfebrdudeperfbrdudeperbrdudepebrdudepbrdudebrdudbrdubrdbrbrthat took a long time i really ask for likes but heybrbr113 so yea,0.0,Positive,0.2574,Positive
school stereotyped would be very in season  like if you agree😲😊😜,0.3436666666666667,Positive,0.8925,Positive
ha,0.0,Positive,0.34,Positive
how much is the repair cost of the floor going to be 😂😂,0.221,Positive,0.7003,Positive
item sooooo mad the ruined popcorn 😠,-0.299,Negative,-0.8625,Negative
the rage monster scene always hurts co i am broke of 😂,0.221,Negative,-0.765,Negative
you guns are awesome,0.0,Positive,0.6249,Positive
a he in the background there are common cards i approve of this store 😁 awesome video absolutely love the stereotyped video,0.449,Positive,0.8787,Positive
"This series went from great to absolute trash, what a joke 📺💀",0.084,Positive,0.743,Positive
i am hungry shipper cart probe and freeze freakout  ll ,0.0,Negative,-0.3818,Negative
😂,0.221,Positive,0.4404,Positive
the thing is i have never seen anybody who is like this at the grocer store😬😬,0.194,Negative,-0.3182,Negative
well i guess we could play half court 😂😂,0.221,Positive,0.8519,Positive
what about your office you going to get it fixed😂,0.221,Positive,0.4404,Positive
a he rage monster 😂😂😂,0.221,Positive,0.6249,Positive
you guns renovation the basketball court😂,0.221,Positive,0.4404,Positive
havana i am the produce inspector short line analyst and milk  bread expiration date 😄😄😄,0.421,Positive,0.9382,Positive
the floors😂😂😂,0.221,Positive,0.8271,Positive
"Fucking clickbait video, waste of time 📹💀",0.111,Negative,-0.4703,Negative
quotbail on 4 we got a couponerquot😂😂,0.221,Positive,0.7003,Positive
stop making rage monster at least you can make another 2 video 😂😂,0.221,Neutral,-0.0,Positive
a he me ,0.0,Neutral,0.0,Neutral
the rage monster is just fantastic 😜😂,0.338,Positive,0.4404,Positive
"This app update made everything worse, not better 🚨📱  ",0.473,Negative,-0.6711,Negative
quotwe39re going to need more tapequot 😂😂,0.221,Positive,0.7003,Positive
makes the video with subtitles for the people of brazil understand please,0.0,Positive,0.3182,Positive
org this is so funny😂😂😂,0.221,Positive,0.9089,Positive
rage monster never fails to make me cringe😬😂,0.2075,Negative,-0.1945,Negative
cart rider ll i am 12 and its fun to ride on them 😂,0.221,Positive,0.7351,Positive
"Worst fucking business decision ever, what a joke 💼🤬  ",0.529,Negative,-0.4404,Negative
"This phone overheats like crazy, total waste of money 📱💩  ",0.096,Negative,-0.4576,Negative
rip for up grm🙊🙊🙊,0.459,Neutral,0.0,Positive
rage monster is the funniest but most painful part to watch in these video😂,0.221,Negative,-0.1128,Neutral
why did you had to break your studio of feel sorry for that😅😅,0.178,Positive,0.5719,Positive
damn they are properly in debt like half a million for the rage monster 😂,0.221,Negative,-0.5267,Negative
who else came here for the rage monster,0.0,Negative,-0.5574,Negative
the freeze freak out is totally me and also you destroyed your court ,0.0,Negative,-0.7096,Negative
finally been waiting for these type of video my favorite 😂😂,0.221,Positive,0.8316,Positive
jesus loves you all ,0.0,Positive,0.5719,Positive
this is one everyone can relate to😂,0.221,Positive,0.4404,Positive
This is one of the worst sequels ever made 🤢🎥  ,0.29,Negative,-0.6249,Negative
rage monster returns😣,-0.212,Negative,-0.5574,Negative
i work in a grocer store and this is  accurate of be crazy😂😂,0.221,Positive,0.5267,Positive
the poor poor court 😢,0.007,Negative,-0.8519,Negative
a he 😂😂,0.221,Positive,0.7003,Positive
This mic makes my voice sound like dogshit 🎤💩  ,0.18,Positive,0.3612,Positive
You're an asshole for defending this garbage decision 🤡🔥,0.139,Negative,-0.34,Negative
je suis francis ,0.0,Neutral,0.0,Neutral
am form germany but i understand every joke 😁,0.449,Positive,0.7783,Positive
This song is painful to listen to 😖🎶  ,0.191,Negative,-0.4404,Negative
well hope you all did not waste walls money at the grocer store because ty did some damage 😂,0.221,Positive,0.824,Positive
tyler you do not need to  mess up the court ok,0.0,Positive,0.5122,Positive
You're a dumbass if you keep supporting this company 🤡💸  ,0.159,Negative,-0.1779,Negative
holy beans that rage monster 🙃,0.0,Negative,-0.5574,Negative
thank you for finally doing this😀😀😀😀😀,0.568,Positive,0.9242,Positive
a he 😂,0.221,Positive,0.4404,Positive
lets take the moment to appreciate how much effort he puts into his content for us 😍😍😍,0.678,Positive,0.8934,Positive
freeze freakout 🙋father hungry shipper 😣,0.1365,Negative,-0.3818,Negative
this just for a did 😂😂😂 a he,0.221,Positive,0.8271,Positive
"Fucking worst online store ever, orders take forever to ship 🛒💩  ",-0.116,Negative,-0.659,Negative
😍😍😍😍😍😍😍😍😍😍😍😍,0.678,Positive,0.9872,Positive
great sir🙌🙋,0.522,Positive,0.8074,Positive
thank you due perfect i love your video the effort time and money put in to these video is amazing you guns and so funny please keep doing what you are doing thank you ,0.0,Positive,0.972,Positive
had i am the hungry type d my moss the produce inspector ,0.0,Neutral,0.0,Neutral
"This software update is total bullshit, made everything worse 🔄💩  ",-0.058,Negative,-0.8016,Negative
the rage monster,0.0,Negative,-0.5574,Negative
"Fucking broken mic, worst audio quality ever 🎤💀  ",0.1345,Negative,-0.8297,Negative
a he anyone else notice cody stealing a bag of chips from garrett 😂,0.221,Negative,-0.2023,Negative
