Cleaned_Comment,Emoji_Sentiment_Score
org you r soon reliable ?????? keep the great job going ????,0.30100000000000005
the court ,0
You're a dumbass if you actually liked this bullshit ????  ,-0.209
you guns must have to pay a lot to the store and pay a lot to fix the basketball court to do this video alone??????,0.221
"This mic sounds like absolute shit, don’t buy it ????  ",0.1345
obviously planning on replacing the basketball court ??,0.221
stop narrating me mentally by destroying that court ??,-0.093
everytime i saw the rage monster i was laughing but this time i really felt sorry for that awesome basketball court??????,0.007
????,0.221
item totally the careless one ?? but that39s why i bring my kiss along ?? quotas you hold this for me sweetiequot ?? quotas this and thisquot,0.37966666666666665
why did they destroy the court  new thing maybe,0
yes he to all my texans out there where you at like if you know what he is ??,0.221
you want to renew the floor or why39d you break it ,0
why is tyler me in every single stereotyped in every single video ??????,0.221
they destroyed their basketball court for a video ??,0.221
up the cart rider for sure????,0.221
you forgot your master??,0.221
the part rider is my sister ??,0.221
ply stop breaking stuff i feel so bad??,-0.118
rage monster andbrcart riders were the best??,0.644
a he that must hurt ?? holding milk with his teeth its like biting your front teeth into ice cream,0.194
did you guns actually ruin the basketball court ????,0.221
i cannot get enough of these stereotyped ????,0.221
rage monster is my favorite ,0
if this video was made recently destroying those eggs would be a crime??,-0.093
me why are not they wearing mass ?? they became normal this is just weird,-0.169
do high school stereotyped,0
to be honest everyone waits for the take monster sceneand its getting better every time??,0.221
"This video is pure cringe, what a fucking embarrassment ????",0.137
i really hope they were already getting a new court ????,0.042499999999999996
??????,0.221
"This product is a fucking scam, don’t waste your money ????  ",0.159
me when i saw the cheese puffs flybrbrbrbrbrnoooooooooooo the chess puffs the chess puffs ????????????????????????,-0.093
any body else see that had the editor was the cashier once,0
item the careless??,0.557
did you need to broke the basketball field to make a video  ????,-0.093
you killed it ty with the rage ????,0.221
a he ????,0.221
they probably bought a whole store to film this video,0
a halloween  or type of trick or treating,0
waste ????????????,-0.146
the avacado part killed me????,0.221
i think couture stereotyped should be your next stereotyped videobrbryou guns really failed grocer store stereotyped,0
"Fucking worst customer service, these people are useless ????  ",-0.0865
for everyone who sobs for me i sub to you ,0
how much money did you opened to repair the basketball court??????,0.221
clearly they where getting there floors done,0
did you guns fix your floor????????????????????,0.22100000000000003
were you guns removing??,0.19
ahahah brush i am the chatty cashier  ,0
how are they going to fix the court ??,-0.142
might be tyler broke the floor because the dphq2 would be under renovation???????? edit not a single like,0.221
Who the fuck thought this was a good idea? Total failure ????  ,0.139
??????????????????????????????????,0.22100000000000006
watching this for the first time on march with 2020 i hope i can enjoy a grocer store again ??,-0.118
rich peoples????????,-0.397
did you actually brake the court,0
rage monster never fails to impress ??,0.221
a he the sound ty makes before throwing the eggs on the ground ????????,0.221
this is so accurate ll ??,0.221
what an accomplishment over am views in one day what a funny video??????,0.221
bowing stereotyped ,0
you all went to the store my mon used to work at she was working there when you all did this??,0.19
hit like  who are seeing this video in november 2019 ??brbrbrbrbrbrbri am also seeing in november 2019 ??,0.389
soon nice with the grm ??????????????,0.22100000000000003
i wonder how much it cost to repair the basketball  court,0
make an office one so funny????????,0.302
what happened to the basketball court??,0.221
well i guess we know who how to basic is now ,0
"These headphones stopped working after a week, fucking trash ????  ",0.1035
this is so funny i laughed a lot ????,0.221
well now we know they39re getting a brand new court??????,0.449
This movie is so bad it's actually painful to watch ?????  ,0
not first but i love that video????????,0.557
out of all the the stereotyped i am definitely the cart rider,0
next do a homeschool stereotyped ??,0.221
rage monster?????????? best,0.678
this is laura she has no friendsbri like 1 friend brlet39s see how many friends she get,0
hilarious ????,0.221
the rage monster is back at it again ??????,0.332
"Fucking unplayable, this game is broken beyond repair ????  ",0.427
why did they neck the ball court????,0.123
i am am left all of them ????,0.221
item the hungry guy and the cart rider????,0.221
hey due perfect i am a big fan i love your lids too??keep it up,0
org literally me please do more stereotyped i love them ,0
bangladesh ,0
"This new feature is fucking annoying, remove it now ????  ",-0.1035
can you guns make a stereotyped video with just regular living ??,0.417
i thought the rage monster would be in the grocer store??,0.221
did you guns pay for the damages,0
??,0.221
11 in trendingbr,0
i  rage monster brake next stereotyped on family,0
off the floor is gone,0
so la nice que half esaul????????,0.0525
i  he,0
????????????,0.221
now??????????????????????????????????????????????,0.24447826086956523
i was waiting for the rage monster??,0.221
i am that guy who dropped the milk??,0.221
??????,0.018
i got so mad when he smashed the avocado  you have no idea how we value avocados in sonya ,0
your my favourite youtubers ever????,0.449
are you all getting a new basketball floor or something,0
we all have one of these in common and its the cart rider??,0.221
i literally have a supermarket sweep add right now ,0
not to the basket ball court????,0.0985
best video ever ,0
who is going to clean this up ????,0.2115
how they meant to fix the court????????????,0.19399999999999998
i am black brbrif your black too brbrlike this comment bear,0
a he me to the cafeteria ladies  if  the dont have plain sconesbrbrbrahhhhhhhhhhbrbrbrall those foods are going to die soon,0
cody ?? he freezing yet he has short on,0.221
ty is crazy ??,-0.173
you could say these are grocer stories types ?? put intended,0.221
this video hurts me????the food,0.221
who loves rage monster ??,0.568
why did you just destroy your court ??,0.221
i m the cart  rider br like if you are too??,0
